country_code,country,area_type_code,area_type,year,value
ALB,Albania,RUR,Rural area,2000,38.78251692
ALB,Albania,RUR,Rural area,2001,39.22369912
ALB,Albania,RUR,Rural area,2002,39.66488133
ALB,Albania,RUR,Rural area,2003,40.10606353
ALB,Albania,RUR,Rural area,2004,40.54724574
ALB,Albania,RUR,Rural area,2005,41.411553
ALB,Albania,RUR,Rural area,2006,42.2771946
ALB,Albania,RUR,Rural area,2007,43.14417053
ALB,Albania,RUR,Rural area,2008,44.01248081
ALB,Albania,RUR,Rural area,2009,44.88212542
ALB,Albania,RUR,Rural area,2010,45.75310436
ALB,Albania,RUR,Rural area,2011,46.62541765
ALB,Albania,RUR,Rural area,2012,47.49906527
ALB,Albania,RUR,Rural area,2013,48.37404723
ALB,Albania,RUR,Rural area,2014,49.25036353
ALB,Albania,RUR,Rural area,2015,50.12801417
ALB,Albania,RUR,Rural area,2016,51.00699914
ALB,Albania,RUR,Rural area,2017,51.88731845
ALB,Albania,RUR,Rural area,2018,52.7689721
ALB,Albania,RUR,Rural area,2019,53.27286369
ALB,Albania,RUR,Rural area,2020,53.60535792
ALB,Albania,_T,Total,2000,40.23741599
ALB,Albania,_T,Total,2001,40.52089533
ALB,Albania,_T,Total,2002,40.80820221
ALB,Albania,_T,Total,2003,41.08650252
ALB,Albania,_T,Total,2004,41.3557192
ALB,Albania,_T,Total,2005,41.87565502
ALB,Albania,_T,Total,2006,42.39121173
ALB,Albania,_T,Total,2007,42.8911399
ALB,Albania,_T,Total,2008,43.37534517
ALB,Albania,_T,Total,2009,43.8438649
ALB,Albania,_T,Total,2010,44.29658365
ALB,Albania,_T,Total,2011,44.73359433
ALB,Albania,_T,Total,2012,45.15484031
ALB,Albania,_T,Total,2013,45.56157447
ALB,Albania,_T,Total,2014,45.95406239
ALB,Albania,_T,Total,2015,46.33301305
ALB,Albania,_T,Total,2016,46.69888959
ALB,Albania,_T,Total,2017,47.05228993
ALB,Albania,_T,Total,2018,47.39384501
ALB,Albania,_T,Total,2019,47.57714147
ALB,Albania,_T,Total,2020,47.69108212
ALB,Albania,URB,Urban area,2000,42.26805655
ALB,Albania,URB,Urban area,2001,42.28060068
ALB,Albania,URB,Urban area,2002,42.29314481
ALB,Albania,URB,Urban area,2003,42.30568894
ALB,Albania,URB,Urban area,2004,42.31823307
ALB,Albania,URB,Urban area,2005,42.40468822
ALB,Albania,URB,Urban area,2006,42.51564934
ALB,Albania,URB,Urban area,2007,42.62674663
ALB,Albania,URB,Urban area,2008,42.73798011
ALB,Albania,URB,Urban area,2009,42.84934977
ALB,Albania,URB,Urban area,2010,42.96085562
ALB,Albania,URB,Urban area,2011,43.07249764
ALB,Albania,URB,Urban area,2012,43.18427585
ALB,Albania,URB,Urban area,2013,43.29619023
ALB,Albania,URB,Urban area,2014,43.4082408
ALB,Albania,URB,Urban area,2015,43.52042755
ALB,Albania,URB,Urban area,2016,43.63275049
ALB,Albania,URB,Urban area,2017,43.7452096
ALB,Albania,URB,Urban area,2018,43.8578049
ALB,Albania,URB,Urban area,2019,43.97053638
ALB,Albania,URB,Urban area,2020,44.08340404
DZA,Algeria,RUR,Rural area,2000,24.39973105
DZA,Algeria,RUR,Rural area,2001,24.32334205
DZA,Algeria,RUR,Rural area,2002,24.24695305
DZA,Algeria,RUR,Rural area,2003,24.17056406
DZA,Algeria,RUR,Rural area,2004,24.09417506
DZA,Algeria,RUR,Rural area,2005,24.01778606
DZA,Algeria,RUR,Rural area,2006,23.94139706
DZA,Algeria,RUR,Rural area,2007,23.86500806
DZA,Algeria,RUR,Rural area,2008,23.78861906
DZA,Algeria,RUR,Rural area,2009,23.71223006
DZA,Algeria,RUR,Rural area,2010,23.63584106
DZA,Algeria,RUR,Rural area,2011,23.55945206
DZA,Algeria,RUR,Rural area,2012,23.44739272
DZA,Algeria,RUR,Rural area,2013,23.33556545
DZA,Algeria,RUR,Rural area,2014,23.22397025
DZA,Algeria,RUR,Rural area,2015,23.11260711
DZA,Algeria,RUR,Rural area,2016,23.00147604
DZA,Algeria,RUR,Rural area,2017,22.89057703
DZA,Algeria,RUR,Rural area,2018,22.77991009
DZA,Algeria,RUR,Rural area,2019,22.66947522
DZA,Algeria,RUR,Rural area,2020,22.55927242
DZA,Algeria,_T,Total,2000,21.51471989
DZA,Algeria,_T,Total,2001,21.35186836
DZA,Algeria,_T,Total,2002,21.18795411
DZA,Algeria,_T,Total,2003,21.02308991
DZA,Algeria,_T,Total,2004,20.85728758
DZA,Algeria,_T,Total,2005,20.69066582
DZA,Algeria,_T,Total,2006,20.52313972
DZA,Algeria,_T,Total,2007,20.3548293
DZA,Algeria,_T,Total,2008,20.1856446
DZA,Algeria,_T,Total,2009,20.01637628
DZA,Algeria,_T,Total,2010,19.84678822
DZA,Algeria,_T,Total,2011,19.67709013
DZA,Algeria,_T,Total,2012,19.44541349
DZA,Algeria,_T,Total,2013,19.21417987
DZA,Algeria,_T,Total,2014,18.98335316
DZA,Algeria,_T,Total,2015,18.75313209
DZA,Algeria,_T,Total,2016,18.52347293
DZA,Algeria,_T,Total,2017,18.29457734
DZA,Algeria,_T,Total,2018,18.06639486
DZA,Algeria,_T,Total,2019,17.8390633
DZA,Algeria,_T,Total,2020,17.6125897
DZA,Algeria,URB,Urban area,2000,19.58487791
DZA,Algeria,URB,Urban area,2001,19.42896553
DZA,Algeria,URB,Urban area,2002,19.27305315
DZA,Algeria,URB,Urban area,2003,19.11714077
DZA,Algeria,URB,Urban area,2004,18.96122839
DZA,Algeria,URB,Urban area,2005,18.80531601
DZA,Algeria,URB,Urban area,2006,18.64940363
DZA,Algeria,URB,Urban area,2007,18.49349125
DZA,Algeria,URB,Urban area,2008,18.33757887
DZA,Algeria,URB,Urban area,2009,18.18166649
DZA,Algeria,URB,Urban area,2010,18.02575411
DZA,Algeria,URB,Urban area,2011,17.86984173
DZA,Algeria,URB,Urban area,2012,17.64026816
DZA,Algeria,URB,Urban area,2013,17.41199127
DZA,Algeria,URB,Urban area,2014,17.18501107
DZA,Algeria,URB,Urban area,2015,16.95932755
DZA,Algeria,URB,Urban area,2016,16.73494071
DZA,Algeria,URB,Urban area,2017,16.51185057
DZA,Algeria,URB,Urban area,2018,16.2900571
DZA,Algeria,URB,Urban area,2019,16.06956032
DZA,Algeria,URB,Urban area,2020,15.85036023
AND,Andorra,RUR,Rural area,2000,14.60403551
AND,Andorra,RUR,Rural area,2001,21.78866021
AND,Andorra,RUR,Rural area,2002,28.97328491
AND,Andorra,RUR,Rural area,2003,36.1579096
AND,Andorra,RUR,Rural area,2004,43.3425343
AND,Andorra,RUR,Rural area,2005,50.527159
AND,Andorra,RUR,Rural area,2006,57.7117837
AND,Andorra,RUR,Rural area,2007,64.89640839
AND,Andorra,RUR,Rural area,2008,72.08103309
AND,Andorra,RUR,Rural area,2009,79.26565779
AND,Andorra,RUR,Rural area,2010,86.45028249
AND,Andorra,RUR,Rural area,2011,93.63490718
AND,Andorra,RUR,Rural area,2012,100.0
AND,Andorra,RUR,Rural area,2013,100.0
AND,Andorra,RUR,Rural area,2014,100.0
AND,Andorra,RUR,Rural area,2015,100.0
AND,Andorra,RUR,Rural area,2016,100.0
AND,Andorra,RUR,Rural area,2017,100.0
AND,Andorra,RUR,Rural area,2018,100.0
AND,Andorra,RUR,Rural area,2019,100.0
AND,Andorra,RUR,Rural area,2020,100.0
AND,Andorra,_T,Total,2000,14.60403562
AND,Andorra,_T,Total,2001,21.78866006
AND,Andorra,_T,Total,2002,28.9732855
AND,Andorra,_T,Total,2003,36.15790772
AND,Andorra,_T,Total,2004,43.3425362
AND,Andorra,_T,Total,2005,50.52715717
AND,Andorra,_T,Total,2006,57.71178438
AND,Andorra,_T,Total,2007,64.89640615
AND,Andorra,_T,Total,2008,72.08103555
AND,Andorra,_T,Total,2009,79.26565868
AND,Andorra,_T,Total,2010,86.45028444
AND,Andorra,_T,Total,2011,93.63490505
AND,Andorra,_T,Total,2012,100.0
AND,Andorra,_T,Total,2013,100.0
AND,Andorra,_T,Total,2014,100.0
AND,Andorra,_T,Total,2015,100.0
AND,Andorra,_T,Total,2016,100.0
AND,Andorra,_T,Total,2017,100.0
AND,Andorra,_T,Total,2018,100.0
AND,Andorra,_T,Total,2019,100.0
AND,Andorra,_T,Total,2020,100.0
AND,Andorra,URB,Urban area,2000,14.60403551
AND,Andorra,URB,Urban area,2001,21.78866021
AND,Andorra,URB,Urban area,2002,28.97328491
AND,Andorra,URB,Urban area,2003,36.1579096
AND,Andorra,URB,Urban area,2004,43.3425343
AND,Andorra,URB,Urban area,2005,50.527159
AND,Andorra,URB,Urban area,2006,57.7117837
AND,Andorra,URB,Urban area,2007,64.89640839
AND,Andorra,URB,Urban area,2008,72.08103309
AND,Andorra,URB,Urban area,2009,79.26565779
AND,Andorra,URB,Urban area,2010,86.45028249
AND,Andorra,URB,Urban area,2011,93.63490718
AND,Andorra,URB,Urban area,2012,100.0
AND,Andorra,URB,Urban area,2013,100.0
AND,Andorra,URB,Urban area,2014,100.0
AND,Andorra,URB,Urban area,2015,100.0
AND,Andorra,URB,Urban area,2016,100.0
AND,Andorra,URB,Urban area,2017,100.0
AND,Andorra,URB,Urban area,2018,100.0
AND,Andorra,URB,Urban area,2019,100.0
AND,Andorra,URB,Urban area,2020,100.0
ARG,Argentina,URB,Urban area,2000,44.52317283
ARG,Argentina,URB,Urban area,2001,44.66355006
ARG,Argentina,URB,Urban area,2002,44.80414824
ARG,Argentina,URB,Urban area,2003,44.94496736
ARG,Argentina,URB,Urban area,2004,45.08600743
ARG,Argentina,URB,Urban area,2005,45.22726845
ARG,Argentina,URB,Urban area,2006,45.36875041
ARG,Argentina,URB,Urban area,2007,45.51045333
ARG,Argentina,URB,Urban area,2008,45.65237718
ARG,Argentina,URB,Urban area,2009,45.79452199
ARG,Argentina,URB,Urban area,2010,45.93688774
ARG,Argentina,URB,Urban area,2011,46.07947444
ARG,Argentina,URB,Urban area,2012,46.22228208
ARG,Argentina,URB,Urban area,2013,46.36531067
ARG,Argentina,URB,Urban area,2014,46.50856021
ARG,Argentina,URB,Urban area,2015,46.65203069
ARG,Argentina,URB,Urban area,2016,46.79572213
ARG,Argentina,URB,Urban area,2017,46.81599309
ARG,Argentina,URB,Urban area,2018,46.73458804
ARG,Argentina,URB,Urban area,2019,46.65250547
ARG,Argentina,URB,Urban area,2020,47.1235713
ARM,Armenia,_T,Total,2000,46.26395804
ARM,Armenia,_T,Total,2001,46.35189576
ARM,Armenia,_T,Total,2002,46.43120892
ARM,Armenia,_T,Total,2003,46.50704924
ARM,Armenia,_T,Total,2004,46.58209231
ARM,Armenia,_T,Total,2005,46.65712453
ARM,Armenia,_T,Total,2006,48.09726053
ARM,Armenia,_T,Total,2007,49.52207905
ARM,Armenia,_T,Total,2008,50.96552269
ARM,Armenia,_T,Total,2009,52.42774152
ARM,Armenia,_T,Total,2010,53.90871358
ARM,Armenia,_T,Total,2011,55.40847555
ARM,Armenia,_T,Total,2012,56.92706363
ARM,Armenia,_T,Total,2013,58.46433021
ARM,Armenia,_T,Total,2014,60.02100199
ARM,Armenia,_T,Total,2015,61.59785326
ARM,Armenia,_T,Total,2016,63.13672983
ARM,Armenia,_T,Total,2017,64.61479069
ARM,Armenia,_T,Total,2018,66.1091264
ARM,Armenia,_T,Total,2019,67.76279579
ARM,Armenia,_T,Total,2020,69.32908129
ARM,Armenia,URB,Urban area,2000,43.93344512
ARM,Armenia,URB,Urban area,2001,43.94032205
ARM,Armenia,URB,Urban area,2002,43.94623593
ARM,Armenia,URB,Urban area,2003,43.95118676
ARM,Armenia,URB,Urban area,2004,43.95406534
ARM,Armenia,URB,Urban area,2005,43.95597344
ARM,Armenia,URB,Urban area,2006,45.62866114
ARM,Armenia,URB,Urban area,2007,47.33041159
ARM,Armenia,URB,Urban area,2008,49.06141293
ARM,Armenia,URB,Urban area,2009,50.82185329
ARM,Armenia,URB,Urban area,2010,52.61192077
ARM,Armenia,URB,Urban area,2011,54.43180352
ARM,Armenia,URB,Urban area,2012,56.28168965
ARM,Armenia,URB,Urban area,2013,58.16176729
ARM,Armenia,URB,Urban area,2014,60.07222455
ARM,Armenia,URB,Urban area,2015,62.01324957
ARM,Armenia,URB,Urban area,2016,63.89642474
ARM,Armenia,URB,Urban area,2017,65.68483992
ARM,Armenia,URB,Urban area,2018,67.49269978
ARM,Armenia,URB,Urban area,2019,69.49844174
ARM,Armenia,URB,Urban area,2020,71.35784847
AUS,Australia,_T,Total,2000,58.78889399
AUS,Australia,_T,Total,2001,58.78889399
AUS,Australia,_T,Total,2002,58.78889399
AUS,Australia,_T,Total,2003,58.78889399
AUS,Australia,_T,Total,2004,58.78889399
AUS,Australia,_T,Total,2005,59.75580652
AUS,Australia,_T,Total,2006,60.72271904
AUS,Australia,_T,Total,2007,61.68963157
AUS,Australia,_T,Total,2008,62.65654409
AUS,Australia,_T,Total,2009,63.62345662
AUS,Australia,_T,Total,2010,64.59036915
AUS,Australia,_T,Total,2011,65.55728167
AUS,Australia,_T,Total,2012,66.5241942
AUS,Australia,_T,Total,2013,67.49110673
AUS,Australia,_T,Total,2014,68.45801925
AUS,Australia,_T,Total,2015,69.42493178
AUS,Australia,_T,Total,2016,70.39184431
AUS,Australia,_T,Total,2017,71.35875683
AUS,Australia,_T,Total,2018,72.32566936
AUS,Australia,_T,Total,2019,73.29258189
AUS,Australia,_T,Total,2020,74.25949441
AUT,Austria,RUR,Rural area,2000,100.0
AUT,Austria,RUR,Rural area,2001,100.0
AUT,Austria,RUR,Rural area,2002,100.0
AUT,Austria,RUR,Rural area,2003,100.0
AUT,Austria,RUR,Rural area,2004,100.0
AUT,Austria,RUR,Rural area,2005,100.0
AUT,Austria,RUR,Rural area,2006,100.0
AUT,Austria,RUR,Rural area,2007,100.0
AUT,Austria,RUR,Rural area,2008,100.0
AUT,Austria,RUR,Rural area,2009,100.0
AUT,Austria,RUR,Rural area,2010,100.0
AUT,Austria,RUR,Rural area,2011,100.0
AUT,Austria,RUR,Rural area,2012,100.0
AUT,Austria,RUR,Rural area,2013,100.0
AUT,Austria,RUR,Rural area,2014,100.0
AUT,Austria,RUR,Rural area,2015,100.0
AUT,Austria,RUR,Rural area,2016,100.0
AUT,Austria,RUR,Rural area,2017,100.0
AUT,Austria,RUR,Rural area,2018,100.0
AUT,Austria,RUR,Rural area,2019,100.0
AUT,Austria,RUR,Rural area,2020,100.0
AUT,Austria,_T,Total,2000,100.0
AUT,Austria,_T,Total,2001,100.0
AUT,Austria,_T,Total,2002,100.0
AUT,Austria,_T,Total,2003,100.0
AUT,Austria,_T,Total,2004,100.0
AUT,Austria,_T,Total,2005,100.0
AUT,Austria,_T,Total,2006,100.0
AUT,Austria,_T,Total,2007,100.0
AUT,Austria,_T,Total,2008,100.0
AUT,Austria,_T,Total,2009,100.0
AUT,Austria,_T,Total,2010,100.0
AUT,Austria,_T,Total,2011,100.0
AUT,Austria,_T,Total,2012,100.0
AUT,Austria,_T,Total,2013,100.0
AUT,Austria,_T,Total,2014,100.0
AUT,Austria,_T,Total,2015,100.0
AUT,Austria,_T,Total,2016,100.0
AUT,Austria,_T,Total,2017,100.0
AUT,Austria,_T,Total,2018,100.0
AUT,Austria,_T,Total,2019,100.0
AUT,Austria,_T,Total,2020,100.0
AUT,Austria,URB,Urban area,2000,100.0
AUT,Austria,URB,Urban area,2001,100.0
AUT,Austria,URB,Urban area,2002,100.0
AUT,Austria,URB,Urban area,2003,100.0
AUT,Austria,URB,Urban area,2004,100.0
AUT,Austria,URB,Urban area,2005,100.0
AUT,Austria,URB,Urban area,2006,100.0
AUT,Austria,URB,Urban area,2007,100.0
AUT,Austria,URB,Urban area,2008,100.0
AUT,Austria,URB,Urban area,2009,100.0
AUT,Austria,URB,Urban area,2010,100.0
AUT,Austria,URB,Urban area,2011,100.0
AUT,Austria,URB,Urban area,2012,100.0
AUT,Austria,URB,Urban area,2013,100.0
AUT,Austria,URB,Urban area,2014,100.0
AUT,Austria,URB,Urban area,2015,100.0
AUT,Austria,URB,Urban area,2016,100.0
AUT,Austria,URB,Urban area,2017,100.0
AUT,Austria,URB,Urban area,2018,100.0
AUT,Austria,URB,Urban area,2019,100.0
AUT,Austria,URB,Urban area,2020,100.0
AZE,Azerbaijan,URB,Urban area,2000,12.0687726
AZE,Azerbaijan,URB,Urban area,2001,12.55832698
AZE,Azerbaijan,URB,Urban area,2002,13.04788136
AZE,Azerbaijan,URB,Urban area,2003,13.53743573
AZE,Azerbaijan,URB,Urban area,2004,14.02699011
AZE,Azerbaijan,URB,Urban area,2005,14.04994848
AZE,Azerbaijan,URB,Urban area,2006,13.96162211
AZE,Azerbaijan,URB,Urban area,2007,13.86055885
AZE,Azerbaijan,URB,Urban area,2008,13.7530244
AZE,Azerbaijan,URB,Urban area,2009,13.63901875
AZE,Azerbaijan,URB,Urban area,2010,13.51854192
AZE,Azerbaijan,URB,Urban area,2011,13.3915939
AZE,Azerbaijan,URB,Urban area,2012,13.25817469
AZE,Azerbaijan,URB,Urban area,2013,13.11828428
AZE,Azerbaijan,URB,Urban area,2014,12.82862334
AZE,Azerbaijan,URB,Urban area,2015,12.43105531
AZE,Azerbaijan,URB,Urban area,2016,11.72070292
AZE,Azerbaijan,URB,Urban area,2017,11.01035054
AZE,Azerbaijan,URB,Urban area,2018,10.29999815
AZE,Azerbaijan,URB,Urban area,2019,9.589645764
AZE,Azerbaijan,URB,Urban area,2020,8.879293378
BHR,Bahrain,_T,Total,2000,68.17329223
BHR,Bahrain,_T,Total,2001,69.38425755
BHR,Bahrain,_T,Total,2002,70.59947504
BHR,Bahrain,_T,Total,2003,71.81378837
BHR,Bahrain,_T,Total,2004,73.02782993
BHR,Bahrain,_T,Total,2005,74.24183286
BHR,Bahrain,_T,Total,2006,75.45579717
BHR,Bahrain,_T,Total,2007,76.66972285
BHR,Bahrain,_T,Total,2008,77.8836099
BHR,Bahrain,_T,Total,2009,79.09745833
BHR,Bahrain,_T,Total,2010,80.31126813
BHR,Bahrain,_T,Total,2011,81.5250393
BHR,Bahrain,_T,Total,2012,82.73877185
BHR,Bahrain,_T,Total,2013,83.95246578
BHR,Bahrain,_T,Total,2014,85.16612107
BHR,Bahrain,_T,Total,2015,86.37973774
BHR,Bahrain,_T,Total,2016,87.59331579
BHR,Bahrain,_T,Total,2017,88.80685521
BHR,Bahrain,_T,Total,2018,90.020356
BHR,Bahrain,_T,Total,2019,91.23381816
BHR,Bahrain,_T,Total,2020,91.23381816
BGD,Bangladesh,RUR,Rural area,2000,15.24151079
BGD,Bangladesh,RUR,Rural area,2001,16.34643197
BGD,Bangladesh,RUR,Rural area,2002,17.45135315
BGD,Bangladesh,RUR,Rural area,2003,18.55627433
BGD,Bangladesh,RUR,Rural area,2004,19.66119551
BGD,Bangladesh,RUR,Rural area,2005,20.92879654
BGD,Bangladesh,RUR,Rural area,2006,22.20477099
BGD,Bangladesh,RUR,Rural area,2007,23.49691663
BGD,Bangladesh,RUR,Rural area,2008,24.80622074
BGD,Bangladesh,RUR,Rural area,2009,26.13268333
BGD,Bangladesh,RUR,Rural area,2010,27.47630438
BGD,Bangladesh,RUR,Rural area,2011,28.8370839
BGD,Bangladesh,RUR,Rural area,2012,30.2150219
BGD,Bangladesh,RUR,Rural area,2013,31.61011836
BGD,Bangladesh,RUR,Rural area,2014,33.0223733
BGD,Bangladesh,RUR,Rural area,2015,34.4517867
BGD,Bangladesh,RUR,Rural area,2016,35.89835858
BGD,Bangladesh,RUR,Rural area,2017,37.36208892
BGD,Bangladesh,RUR,Rural area,2018,38.84297774
BGD,Bangladesh,RUR,Rural area,2019,40.34102503
BGD,Bangladesh,RUR,Rural area,2020,41.85623079
BGD,Bangladesh,_T,Total,2000,17.66102355
BGD,Bangladesh,_T,Total,2001,18.73700671
BGD,Bangladesh,_T,Total,2002,19.82435712
BGD,Bangladesh,_T,Total,2003,20.90848136
BGD,Bangladesh,_T,Total,2004,21.98915954
BGD,Bangladesh,_T,Total,2005,23.07214054
BGD,Bangladesh,_T,Total,2006,24.14787637
BGD,Bangladesh,_T,Total,2007,25.22124717
BGD,Bangladesh,_T,Total,2008,26.29209359
BGD,Bangladesh,_T,Total,2009,27.35956418
BGD,Bangladesh,_T,Total,2010,28.42291983
BGD,Bangladesh,_T,Total,2011,29.48124444
BGD,Bangladesh,_T,Total,2012,30.533663
BGD,Bangladesh,_T,Total,2013,31.57950162
BGD,Bangladesh,_T,Total,2014,32.6181748
BGD,Bangladesh,_T,Total,2015,33.64912089
BGD,Bangladesh,_T,Total,2016,34.67175069
BGD,Bangladesh,_T,Total,2017,35.68556584
BGD,Bangladesh,_T,Total,2018,36.69010606
BGD,Bangladesh,_T,Total,2019,37.68488358
BGD,Bangladesh,_T,Total,2020,38.66941874
BGD,Bangladesh,URB,Urban area,2000,25.49803172
BGD,Bangladesh,URB,Urban area,2001,26.2674779
BGD,Bangladesh,URB,Urban area,2002,27.03692409
BGD,Bangladesh,URB,Urban area,2003,27.80637028
BGD,Bangladesh,URB,Urban area,2004,28.57581646
BGD,Bangladesh,URB,Urban area,2005,28.9236661
BGD,Bangladesh,URB,Urban area,2006,29.26624366
BGD,Bangladesh,URB,Urban area,2007,29.60354917
BGD,Bangladesh,URB,Urban area,2008,29.9355826
BGD,Bangladesh,URB,Urban area,2009,30.26234398
BGD,Bangladesh,URB,Urban area,2010,30.58383329
BGD,Bangladesh,URB,Urban area,2011,30.90005053
BGD,Bangladesh,URB,Urban area,2012,31.21099571
BGD,Bangladesh,URB,Urban area,2013,31.51666883
BGD,Bangladesh,URB,Urban area,2014,31.81706988
BGD,Bangladesh,URB,Urban area,2015,32.11219887
BGD,Bangladesh,URB,Urban area,2016,32.40205579
BGD,Bangladesh,URB,Urban area,2017,32.68664065
BGD,Bangladesh,URB,Urban area,2018,32.96595344
BGD,Bangladesh,URB,Urban area,2019,33.23999417
BGD,Bangladesh,URB,Urban area,2020,33.50876284
BLR,Belarus,RUR,Rural area,2000,73.61166756
BLR,Belarus,RUR,Rural area,2001,73.61166756
BLR,Belarus,RUR,Rural area,2002,73.61166756
BLR,Belarus,RUR,Rural area,2003,73.61166756
BLR,Belarus,RUR,Rural area,2004,72.13728711
BLR,Belarus,RUR,Rural area,2005,70.5147693
BLR,Belarus,RUR,Rural area,2006,68.9073048
BLR,Belarus,RUR,Rural area,2007,67.31493643
BLR,Belarus,RUR,Rural area,2008,65.73770706
BLR,Belarus,RUR,Rural area,2009,64.17565952
BLR,Belarus,RUR,Rural area,2010,62.62883665
BLR,Belarus,RUR,Rural area,2011,61.0972813
BLR,Belarus,RUR,Rural area,2012,59.58103631
BLR,Belarus,RUR,Rural area,2013,58.08014452
BLR,Belarus,RUR,Rural area,2014,56.59464879
BLR,Belarus,RUR,Rural area,2015,55.08058009
BLR,Belarus,RUR,Rural area,2016,53.58438418
BLR,Belarus,RUR,Rural area,2017,52.4337724
BLR,Belarus,RUR,Rural area,2018,51.28316062
BLR,Belarus,RUR,Rural area,2019,50.13254885
BLR,Belarus,RUR,Rural area,2020,48.98193707
BLR,Belarus,_T,Total,2000,84.14757409
BLR,Belarus,_T,Total,2001,84.22060135
BLR,Belarus,_T,Total,2002,84.29302577
BLR,Belarus,_T,Total,2003,84.36469803
BLR,Belarus,_T,Total,2004,83.73662938
BLR,Belarus,_T,Total,2005,83.06430915
BLR,Belarus,_T,Total,2006,82.39375312
BLR,Belarus,_T,Total,2007,81.72436819
BLR,Belarus,_T,Total,2008,81.05577273
BLR,Belarus,_T,Total,2009,80.38677775
BLR,Belarus,_T,Total,2010,79.73070574
BLR,Belarus,_T,Total,2011,79.07971425
BLR,Belarus,_T,Total,2012,78.42808759
BLR,Belarus,_T,Total,2013,77.7751513
BLR,Belarus,_T,Total,2014,77.11997598
BLR,Belarus,_T,Total,2015,75.97225663
BLR,Belarus,_T,Total,2016,74.83018213
BLR,Belarus,_T,Total,2017,74.58773863
BLR,Belarus,_T,Total,2018,74.3512062
BLR,Belarus,_T,Total,2019,74.12021631
BLR,Belarus,_T,Total,2020,73.89504618
BLR,Belarus,URB,Urban area,2000,88.66876772
BLR,Belarus,URB,Urban area,2001,88.66876772
BLR,Belarus,URB,Urban area,2002,88.66876772
BLR,Belarus,URB,Urban area,2003,88.66876772
BLR,Belarus,URB,Urban area,2004,88.27281185
BLR,Belarus,URB,Urban area,2005,87.85940479
BLR,Belarus,URB,Urban area,2006,87.42857192
BLR,Belarus,URB,Urban area,2007,86.98033858
BLR,Belarus,URB,Urban area,2008,86.51473016
BLR,Belarus,URB,Urban area,2009,86.031772
BLR,Belarus,URB,Urban area,2010,85.53148947
BLR,Belarus,URB,Urban area,2011,85.01390793
BLR,Belarus,URB,Urban area,2012,84.47905275
BLR,Belarus,URB,Urban area,2013,83.92694929
BLR,Belarus,URB,Urban area,2014,83.35762292
BLR,Belarus,URB,Urban area,2015,82.14899663
BLR,Belarus,URB,Urban area,2016,80.94148674
BLR,Belarus,URB,Urban area,2017,80.78758511
BLR,Belarus,URB,Urban area,2018,80.63368349
BLR,Belarus,URB,Urban area,2019,80.47978186
BLR,Belarus,URB,Urban area,2020,80.32588023
BEL,Belgium,_T,Total,2000,73.8443161
BEL,Belgium,_T,Total,2001,73.84454522
BEL,Belgium,_T,Total,2002,73.84478576
BEL,Belgium,_T,Total,2003,73.84502393
BEL,Belgium,_T,Total,2004,74.72610712
BEL,Belgium,_T,Total,2005,75.60718557
BEL,Belgium,_T,Total,2006,76.48826649
BEL,Belgium,_T,Total,2007,77.3693425
BEL,Belgium,_T,Total,2008,78.25042552
BEL,Belgium,_T,Total,2009,79.13136904
BEL,Belgium,_T,Total,2010,80.01221709
BEL,Belgium,_T,Total,2011,80.89307217
BEL,Belgium,_T,Total,2012,81.77391689
BEL,Belgium,_T,Total,2013,82.65476737
BEL,Belgium,_T,Total,2014,83.53561715
BEL,Belgium,_T,Total,2015,84.41646718
BEL,Belgium,_T,Total,2016,85.29732015
BEL,Belgium,_T,Total,2017,86.1781663
BEL,Belgium,_T,Total,2018,87.05901486
BEL,Belgium,_T,Total,2019,87.93986502
BEL,Belgium,_T,Total,2020,88.82071008
BTN,Bhutan,RUR,Rural area,2000,56.20277947
BTN,Bhutan,RUR,Rural area,2001,56.20277947
BTN,Bhutan,RUR,Rural area,2002,56.90990674
BTN,Bhutan,RUR,Rural area,2003,57.61703402
BTN,Bhutan,RUR,Rural area,2004,58.32416129
BTN,Bhutan,RUR,Rural area,2005,59.03128857
BTN,Bhutan,RUR,Rural area,2006,59.73841584
BTN,Bhutan,RUR,Rural area,2007,60.44554312
BTN,Bhutan,RUR,Rural area,2008,61.15267039
BTN,Bhutan,RUR,Rural area,2009,61.64618935
BTN,Bhutan,RUR,Rural area,2010,62.11652932
BTN,Bhutan,RUR,Rural area,2011,62.58603746
BTN,Bhutan,RUR,Rural area,2012,63.05471376
BTN,Bhutan,RUR,Rural area,2013,63.52255824
BTN,Bhutan,RUR,Rural area,2014,63.98957089
BTN,Bhutan,RUR,Rural area,2015,64.4557517
BTN,Bhutan,RUR,Rural area,2016,64.92110069
BTN,Bhutan,RUR,Rural area,2017,65.38561785
BTN,Bhutan,RUR,Rural area,2018,65.84930318
BTN,Bhutan,RUR,Rural area,2019,66.31215668
BTN,Bhutan,RUR,Rural area,2020,66.77417835
BTN,Bhutan,_T,Total,2000,62.12646111
BTN,Bhutan,_T,Total,2001,62.37396261
BTN,Bhutan,_T,Total,2002,62.86786039
BTN,Bhutan,_T,Total,2003,63.3303878
BTN,Bhutan,_T,Total,2004,63.76030628
BTN,Bhutan,_T,Total,2005,64.14853948
BTN,Bhutan,_T,Total,2006,64.44166271
BTN,Bhutan,_T,Total,2007,64.71078133
